p_true,J,rep,obs,MOM,MLE,ABC-MCMC,ABC-MCMC_cilen,ABC-MCMC_ci_lo,ABC-MCMC_ci_hi,ABC-MCMC_acc,GPS-ABC,GPS-ABC_cilen,GPS-ABC_ci_lo,GPS-ABC_ci_hi,GPS-ABC_acc,DNN-ABC,DNN-ABC_cilen,DNN-ABC_ci_lo,DNN-ABC_ci_hi,DNN-ABC_acc
0.0001,50,12,0.019458992090375875,6.218923307316215e-05,6.584586100982585e-05,7.970490047338792e-05,0.00014423402969700769,3.089693367466035e-05,0.00017513096337166804,0.6126878130217028,6.927465392048037e-05,9.905726209575281e-05,2.9626209351741093e-05,0.0001286834714474939,0.7245409015025042,7.25462444019189e-05,0.00012065425798192384,2.6662765141492293e-05,0.00014731702312341613,0.7846410684474123
0.0001,50,22,0.029585889836023917,0.00021526186489645438,0.00022745387548785094,0.00017064193608821966,0.00031837131545219254,6.614936386741361e-05,0.00038452067931960617,0.5893155258764607,0.00016170846780418045,0.00023433022706041955,5.9391626445494234e-05,0.0002937218535059138,0.7128547579298832,0.00017904307960140428,0.0002710771984509479,7.845134269415663e-05,0.0003495285411451045,0.7262103505843072
0.0001,50,2,0.023525646620551253,5.028038235938004e-05,5.3062095516038575e-05,0.00011311507883648852,0.00018521727182702985,4.078747004876051e-05,0.00022600474187579035,0.5859766277128547,0.00011946714802791443,0.00023150123750768106,5.474717472493341e-05,0.0002862484122326145,0.7245409015025042,0.00010542177942833395,0.0001886560154695751,3.994656779600595e-05,0.00022860258326558105,0.7662771285475793
0.0001,50,20,0.029041859973632414,0.00013316489397346976,0.00014086084523341102,0.00012762950892600757,0.0002132839198334876,3.655023086448408e-05,0.0002498341506979717,0.5642737896494157,0.00017634570256391122,0.0003545230406904794,4.546828525104979e-05,0.0003999913259415292,0.6994991652754591,0.00017010069131444323,0.00030604042108893254,5.9507881482104714e-05,0.0003655483025710373,0.7495826377295493
0.0001,50,11,0.022556134728686596,3.9437184794544056e-05,4.1638673160893296e-05,0.00010299936357820425,0.00018864536490996155,3.9803500046110284e-05,0.00022844886495607182,0.5425709515859767,9.364656318343541e-05,0.00015198288279172974,3.405551235744927e-05,0.00018603839514917903,0.7462437395659433,9.562192096776845e-05,0.00014689928980340133,3.5620025959410234e-05,0.00018251931576281156,0.7679465776293823
0.0001,50,14,0.02313992185287992,6.44813422618351e-05,6.816492158075428e-05,9.280686269989953e-05,0.0001533210856137621,3.163968373781404e-05,0.00018496076935157614,0.5843071786310517,0.00010052890650683806,0.0001523741103244044,4.362431591528485e-05,0.00019599842623968926,0.7145242070116862,0.00011583211421761963,0.0002073489022299666,4.591517567711888e-05,0.00025326407790708547,0.7579298831385642
0.0001,50,7,0.019273613839421003,5.889430740230184e-05,6.224857889159553e-05,8.220090811680412e-05,0.00019927847169082995,2.397198793085063e-05,0.0002232504596216806,0.5642737896494157,8.650756037724094e-05,0.0001556481236859363,3.276223023623005e-05,0.00018841035392216633,0.7328881469115192,7.607307884747818e-05,0.00010841359136526434,3.35862792482445e-05,0.00014199987061350885,0.7646076794657763
0.0001,50,4,0.02096164791548947,4.406850296251319e-05,4.6537581064648944e-05,8.089323833897212e-05,0.00011823196995914523,2.686591149791322e-05,0.00014509788145705845,0.5559265442404007,7.738966047149916e-05,9.275011760979632e-05,3.994568808198845e-05,0.00013269580569178478,0.7412353923205343,7.991759650321672e-05,0.00012421449370397122,2.830909289408896e-05,0.00015252358659806017,0.7462437395659433
0.0001,50,21,0.021218941933347422,4.4310878952569244e-05,4.672391330334571e-05,7.098776097435519e-05,0.00014873407069905843,1.5163944109462831e-05,0.00016389801480852127,0.5308848080133556,9.001305650972585e-05,0.00011452131204746772,4.1830557769798526e-05,0.00015635186981726625,0.7445742904841403,8.147203184464664e-05,0.0001416141890077839,2.3301628023818198e-05,0.00016491581703160209,0.7529215358931552
0.0001,50,5,0.019190727701751335,0.00011009908601683494,0.00011632669874843366,6.700841892667953e-05,0.00011536435236634545,1.9830590753292806e-05,0.00013519494311963826,0.6160267111853088,7.307737946535387e-05,0.00012084154487594864,3.5534961813238716e-05,0.00015637650668918736,0.7395659432387313,7.679215439897316e-05,0.00012387819014523399,3.24280120192614e-05,0.0001563062021644954,0.7562604340567612
0.0001,50,8,0.01908214973859722,2.9253005869089854e-05,3.09362815953854e-05,6.259533579450604e-05,9.454509027929291e-05,2.2849250597233287e-05,0.00011739434087652619,0.5626043405676127,7.126210540904264e-05,0.00011006734752205032,2.9149060655015483e-05,0.0001392164081770658,0.7612687813021702,7.257077615050024e-05,0.00010599017549841252,3.0741937122185694e-05,0.0001367321126205982,0.7579298831385642
0.0001,50,1,0.01877319045517657,6.329310159935986e-05,6.698779686803403e-05,5.9123691296636135e-05,0.00013167864908097425,1.4460851411397872e-05,0.00014613950049237212,0.5759599332220368,6.128064702021651e-05,7.326148393101873e-05,2.9144633355731618e-05,0.00010240611728675035,0.7228714524207012,7.314099750902897e-05,0.00011171805111136772,2.4929262506621707e-05,0.00013664731361798943,0.7679465776293823
0.0001,50,16,0.018386560258453193,4.3092732246119425e-05,4.555916064740792e-05,6.899922247997184e-05,8.916280392732575e-05,2.5041663803519127e-05,0.00011420446773084488,0.6193656093489148,5.619943830986789e-05,8.09624225539165e-05,2.2198512482994606e-05,0.0001031609350369111,0.7545909849749582,6.817023204973955e-05,0.0001243003228900206,2.8745638585551375e-05,0.00015304596147557197,0.7662771285475793
0.0001,50,3,0.015898116902531203,3.988786207015371e-05,4.2126252815266934e-05,4.310714406532893e-05,8.303982159659627e-05,1.53348112900445e-05,9.837463288664078e-05,0.5843071786310517,4.4748457688719334e-05,5.893176769620277e-05,1.8484786163223857e-05,7.741655385942663e-05,0.7161936560934892,4.282643631302949e-05,6.794149560529874e-05,1.4508641473915653e-05,8.245013707921439e-05,0.8063439065108514
