p1,p2,tau,J,method,param,rmse_log,nrmse,ci_len,coverage,secs,acc
0.002,0.008,5.0,100,DNN-ABC,tau,1.0983399141088184,0.2196679828217636,8.696782867416026,1.0,1.943384274840355,0.1263337779259753
0.002,0.008,5.0,100,MOM,p_eff,0.0348590069616945,0.0821042105252741,,,,
0.002,0.008,5.0,100,MLE,p_eff,0.0381144246570324,0.0955921716941196,,,,
0.0001,0.01,3.0,100,CNN1D-ABC,p1,1.9408908990214657,114.69301738737012,0.03616675943089573,0.625,1.7409219294786453,0.12406218739579858
0.0001,0.01,3.0,100,CNN1D-ABC,p2,0.6380666976156664,0.6379590513461358,0.026170706150280398,0.75,1.7409219294786453,0.12406218739579858
0.0001,0.01,3.0,100,CNN1D-ABC,tau,3.0613015898570564,1.0204338632856855,7.939958764358632,0.8125,1.7409219294786453,0.12406218739579858
0.0001,0.01,3.0,100,LSTM-ABC,p1,1.8711517982582808,93.8234149349054,0.035228106120594495,0.875,2.1121307611465454,0.1257502500833611
0.0001,0.01,3.0,100,LSTM-ABC,p2,0.3553557670798248,0.46028870557041807,0.027352362505374254,0.9375,2.1121307611465454,0.1257502500833611
0.0001,0.01,3.0,100,LSTM-ABC,tau,2.4424392975618137,0.8141464325206046,8.594331127829943,1.0,2.1121307611465454,0.1257502500833611
0.0001,0.01,3.0,100,RNN-ABC,p1,1.9186743242771869,103.62483340375968,0.03636551563745666,0.875,1.8547597378492355,0.12587529176392132
0.0001,0.01,3.0,100,RNN-ABC,p2,0.39050914654854446,0.42452110750100663,0.026862982167375433,0.875,1.8547597378492355,0.12587529176392132
0.0001,0.01,3.0,100,RNN-ABC,tau,2.5242583225054567,0.8414194408351522,8.633154610128338,0.9375,1.8547597378492355,0.12587529176392132
0.0001,0.01,7.0,100,CNN1D-ABC,p1,1.7241567122479848,61.89501390946666,0.03054544831398001,0.75,1.7426731586456299,0.1454651550516839
0.0001,0.01,7.0,100,CNN1D-ABC,p2,0.4370107371335307,0.5528649351229568,0.015774569608668444,0.6875,1.7426731586456299,0.1454651550516839
0.0001,0.01,7.0,100,CNN1D-ABC,tau,1.8299259006655253,0.26141798580936076,9.029640050541431,1.0,1.7426731586456299,0.1454651550516839
0.0001,0.01,7.0,100,LSTM-ABC,p1,1.7356778013066543,62.516987578937474,0.03501739841688446,0.875,2.0048629343509674,0.14165138379459818
0.0001,0.01,7.0,100,LSTM-ABC,p2,0.31999676731271026,0.47822285997928954,0.020374373331846347,0.9375,2.0048629343509674,0.14165138379459818
0.0001,0.01,7.0,100,LSTM-ABC,tau,1.6384193277630277,0.23405990396614682,8.740192647862255,1.0,2.0048629343509674,0.14165138379459818
0.0001,0.01,7.0,100,RNN-ABC,p1,1.7143568946919143,60.62709705809301,0.029451256680568378,0.9375,2.0257963687181473,0.13639963321107035
0.0001,0.01,7.0,100,RNN-ABC,p2,0.5189721909734034,0.5601586558966191,0.018730868850462146,0.75,2.0257963687181473,0.13639963321107035
0.0001,0.01,7.0,100,RNN-ABC,tau,1.290788838885009,0.18439840555500128,8.72119390273347,1.0,2.0257963687181473,0.13639963321107035
0.002,0.008,5.0,100,CNN1D-ABC,p1,0.6497451677869776,4.1121925147088625,0.036530746451337345,0.875,1.730447143316269,0.13569106368789596
0.002,0.008,5.0,100,CNN1D-ABC,p2,0.570705495186998,0.4828524912266144,0.023392102155575002,0.875,1.730447143316269,0.13569106368789596
