family,method,p1_true,p2_true,tau_true,J,rep,obs,secs,acc,ess_p2,ess_tau,p1,p1_cilen,p1_cov,p2,p2_cilen,p2_cov,tau,tau_cilen,tau_cov
rnn,RNN-ABC,0.002,0.008,5.0,100,13,0.2905754171505767,1.9876232147216797,0.13204401467155719,7.089018521924477,5.609839691538946,0.006309289961214589,0.03784108487280118,1,0.007661383733814997,0.02638172178081852,1,5.2552329115545495,9.022770545656408,1
rnn,RNN-ABC,0.002,0.008,5.0,100,14,0.29361469914938676,1.9920330047607422,0.11103701233744581,3.336893914220918,8.20052101913773,0.009709361256138263,0.036846495784436356,1,0.005147918489237362,0.020884437266467416,1,5.658955451438477,8.925518977706068,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,0,0.3545931311129315,2.1538069248199463,0.12870956985661888,6.295783743900562,9.278494302500063,0.01135785811216218,0.044218350999787395,1,0.007298720500074726,0.021350144062927234,1,5.556898325090049,9.262162233425073,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,4,0.3316346509921905,2.106513261795044,0.1557185728576192,7.641244820245818,9.852044112371626,0.012296591695827011,0.04073703493794153,1,0.004422176808253344,0.014551974067539527,1,5.464484583025054,9.102038638209056,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,2,0.3537659665940649,2.132824182510376,0.108702900966989,28.048389347690073,19.760072688339196,0.001073041603193795,0.006403222848498905,1,0.013621527767593808,0.02005483533144281,1,4.871130829429071,8.433978213145869,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,3,0.34826652280891823,2.162562847137451,0.12504168056018672,6.626686185291756,17.29401202030222,0.010156816136404316,0.039194205181302004,1,0.007372472477755754,0.01762228512124602,1,4.5074293287043625,8.626210484813239,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,1,0.34805602082884446,2.181105852127075,0.14671557185728576,3.4743276405885353,5.788237003210458,0.014776722479091677,0.03730330779832978,0,0.0028781600316032875,0.011003409557338537,1,5.348945524535222,9.07126245769101,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,6,0.34907226588054713,2.1531381607055664,0.12170723574524842,11.901320894397594,17.652434213317868,0.0062034936642958866,0.03035910383671961,1,0.012359592832349053,0.047247450481603115,1,5.32027707592913,8.684975284335277,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,5,0.3511469273463375,2.1790390014648438,0.1397132377459153,17.053495830103877,10.202023514664015,0.007677883434144947,0.038564180894173246,1,0.010774510105387514,0.02778738046069894,1,4.860976285768911,8.341836603125204,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,7,0.342881020903345,2.2070651054382324,0.11670556852284095,14.421551778158994,10.556044305511884,0.004498074515787695,0.039861296339151475,1,0.015014090168159295,0.042215683687994054,1,5.028353991632299,9.064957383976871,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,9,0.3618932298167794,2.1277241706848145,0.11603867955985328,12.868977222917874,12.130485560433474,0.002922326536153108,0.014171219499513573,1,0.016880679900452392,0.038720519400904235,1,5.576507652292725,8.690515743689252,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,8,0.35202295416231294,2.2261109352111816,0.10070023341113704,6.598093256357612,13.210116761674012,0.006925517949509003,0.042479151561426315,1,0.014749997817017786,0.045639160219995166,1,5.546085406946359,8.31022786986261,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,11,0.3458800514601541,2.158463954925537,0.12670890296765588,10.255334791620133,7.393396546363521,0.017055381615347094,0.04179107957446496,0,0.0007781549435133955,0.007641492850682589,0,7.003077260565543,8.41193744593031,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,10,0.34874337766869884,2.1684651374816895,0.13871290430143382,4.950378734311234,15.720054061557503,0.009043794769039076,0.040378314162731355,1,0.010124433784955075,0.036742143186241555,1,5.646739675990198,8.707921938453026,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,12,0.3500848183773366,1.9479570388793945,0.11337112370790263,21.787027598392765,21.155346609880716,0.004121427621726862,0.03161003541039915,1,0.009836947500594486,0.019606107308714267,1,3.1467880801536294,7.836708962897449,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,15,0.3569561059043137,1.9237468242645264,0.12237412470823608,3.558851922143724,14.270608873267651,0.010670311669123725,0.04477934558998376,1,0.00986129251833693,0.032135316278132826,1,5.309799214116083,7.861963955061206,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,13,0.3400954907149223,1.962683916091919,0.12204068022674225,9.988687874419455,10.982551984661232,0.00478345205326285,0.039115829850800914,1,0.011759586848358433,0.02810449094459361,1,4.558111628907947,8.449308967557394,1
lstm,LSTM-ABC,0.0001,0.01,3.0,100,14,0.3426861408671848,2.002884864807129,0.12904301433811272,4.715890689735479,15.55871589744864,0.01148318022202611,0.032684019444288004,1,0.003642220883052192,0.02721540712593354,1,6.8274473223496885,8.653291863106233,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,0,0.23801101373851008,1.9676451683044434,0.13337779259753252,28.22277918387512,20.30192997400822,0.001156154720957577,0.007489432057982639,1,0.0058330520380007,0.010295707725099154,1,4.718452520141704,8.46501561097428,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,2,0.2433066118770664,1.9676408767700195,0.12837612537512505,4.359631136949135,14.781798013581293,0.006590130664590534,0.03643766118484756,1,0.007652738347814725,0.038365346162966246,1,6.569506723723127,7.777157148330577,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,1,0.23687849388068602,2.0126333236694336,0.1460486828942981,8.156410727327104,19.678298417106188,0.009781076614136621,0.041516272322916534,0,0.0022187153339303972,0.012672549764230375,1,6.027309416094833,8.032042228316236,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,3,0.2438129332118521,1.95100998878479,0.1450483494498166,7.067945319448273,13.126111814882458,0.006585821041885136,0.03759037097596142,1,0.004582987885576199,0.016996809871097276,1,5.408289622242066,8.957096443245621,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,4,0.24280340192721586,1.971437692642212,0.12570856952317438,7.269207665348655,10.35381542103223,0.0036243707269184872,0.026945301332965944,1,0.007728697509455543,0.023529399055410533,1,5.560090447887115,9.332889938780086,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,5,0.24449183792662063,1.9723069667816162,0.17005668556185394,12.759633612346741,19.65169912070428,0.007354800128416035,0.04047900213737917,1,0.0051114422344148945,0.016434352038772825,1,5.492327298122049,9.133431085321353,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,7,0.23817601646814418,1.9880540370941162,0.15538512837612536,19.92887112335996,26.169540234019415,0.006735252528061993,0.03489976710516425,1,0.004096812192743968,0.009758327038181394,1,4.437665727996447,8.523432043326965,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,6,0.2399871276672819,2.006190061569214,0.14338112704234746,9.543074357377307,11.587042536618236,0.01039308433728631,0.046420530645074926,0,0.0033402780814818433,0.007861077569728663,0,4.1429530198502205,8.8475867605557,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,8,0.24085805816900646,2.0063700675964355,0.14204734911637212,4.488729258785316,13.211683546507029,0.005677900875790656,0.02996160901583953,1,0.005909518288945871,0.04203270431580238,1,5.9997658171563995,9.397565717086374,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,9,0.2354497050246949,2.0005717277526855,0.15305101700566856,6.307493372889918,17.559477896738528,0.006132304435155475,0.041645847879844516,1,0.004050558798816334,0.017319299264795793,1,6.521228780593628,8.750516581234123,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,11,0.24009056852942695,2.0078799724578857,0.15638546182060686,9.65328643618377,9.429112321174111,0.006377898921924081,0.041115026132201304,1,0.006138773780961806,0.020559194407828902,1,5.837670001914481,9.147743865153904,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,10,0.24573396344676332,2.0359389781951904,0.11137045681893964,4.852547746735523,12.757939013073452,0.004900269251046061,0.04123746824678729,1,0.008544274581844355,0.03721063920768443,1,5.814330030789428,8.862546686419881,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,12,0.2405646427568098,2.03816294670105,0.1587195731910637,15.135839638914883,13.65580188618777,0.00555748616299797,0.03876739913422115,1,0.006809593695211056,0.02465685528766152,1,6.078426266061855,9.143773211059823,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,13,0.24207807202494128,2.0131800174713135,0.11770590196732245,13.86041832745225,13.334680383266655,0.003074174070737783,0.03634404097341876,1,0.006688046204151572,0.014699681320668328,1,5.100052709523871,8.255342452438164,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,15,0.2424580063163676,2.0643770694732666,0.1373791263754585,8.491193026439623,19.596260962731616,0.002554480651520168,0.020416062617651814,1,0.006369720063975938,0.020217265574438897,1,5.337955254857103,8.94027413767714,1
lstm,LSTM-ABC,0.0001,0.01,7.0,100,14,0.24593196647204316,2.0744080543518066,0.14238079359786596,4.453296376512247,8.883299678666608,0.007628301805939215,0.03901258290789465,1,0.0035648799961303405,0.013380764705174832,1,5.051272727520955,8.276668455875855,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,0,0.296269942453788,2.0747320652008057,0.12004001333777926,19.63738170633208,9.43844704485224,0.006652060987534021,0.029452778828473268,1,0.0068138516461267494,0.02005403867872776,1,4.5126733257927825,9.627010143154838,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,2,0.2872218127517743,1.9985311031341553,0.11770590196732245,12.139416912707913,19.589427785427365,0.00471847802017881,0.030350081369657316,1,0.008001776930432957,0.02916203659365801,1,5.400330720648842,9.416178914631343,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,1,0.29832542467431145,2.045833110809326,0.10203401133711237,8.132971146713203,7.794230112388527,0.0010403262190093914,0.0073926856116457535,1,0.015499247005357344,0.03768810445840085,1,5.672741476950502,9.302701257300217,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,3,0.29541050060234486,1.970846176147461,0.12237412470823608,3.7492618728805427,9.240668301907945,0.008953786044785682,0.042005475386611715,1,0.005884265261778097,0.021358008356377176,1,5.787876162690586,9.247047605392716,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,7,0.284398506112572,2.0514590740203857,0.13704568189396465,9.079497852489416,18.375216466142177,0.0068883381263040435,0.03484008917732678,1,0.007060497161920416,0.021387499882926923,1,5.532852076144706,8.74321702653326,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,6,0.2943253777911629,2.0886106491088867,0.14971657219073026,3.1501310133701197,21.64204971477544,0.011007632373000781,0.04598559680002468,1,0.0060186534397998846,0.03761926601397432,1,7.113001672002766,6.150488597354631,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,4,0.2984079188188822,2.1628658771514893,0.15005001667222406,14.963790061849279,23.317224484362686,0.0064242946162300155,0.028333925476263806,1,0.006110357308936452,0.012402219148635877,1,3.7036576724189754,7.240842454221594,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,5,0.29619124601835656,2.167862892150879,0.14671557185728576,14.484175591930882,10.34498595391951,0.008524769982551077,0.042583457801866925,1,0.005902899133311892,0.016388051171548974,1,4.115472605109811,8.741335064875997,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,8,0.3011676188424759,2.1129631996154785,0.15738579526508836,12.16236615494435,15.80232082549259,0.008990817712825123,0.028991329605459037,1,0.005059722299158622,0.015224314514040096,1,5.274885642531736,9.215219000390016,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,9,0.30278397512446475,2.079662799835205,0.13904634878292765,10.499436262478877,23.74927706186369,0.013818653153432496,0.045366844804432746,1,0.003310712626254839,0.011209658385379169,1,5.002968261178696,9.263132130804609,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,11,0.30965631409527083,2.056391954421997,0.14204734911637212,9.544980620863983,11.009054685007841,0.01230738936333514,0.04544527658127021,1,0.00505258530827993,0.026354666551764213,1,4.864784257902336,9.598964412478603,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,12,0.29865189641994094,2.0606319904327393,0.13604534844948316,6.904390136665983,14.634031980007844,0.0057309055591539294,0.02952807808484962,1,0.008810583506490891,0.030299485411535928,1,5.055989330229272,8.89802452264743,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,14,0.29361469914938676,2.0591158866882324,0.11070356785595198,6.770873025499101,13.651432932272328,0.005899309911838575,0.03244543992911857,1,0.007988909734991523,0.025053428702816398,1,5.155601650147823,9.2660330390023,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,10,0.30009693394650944,2.099699020385742,0.12670890296765588,15.955676020093524,12.323960367107423,0.004829143235557022,0.04017092044360046,1,0.011419422032232923,0.037942583379773,1,6.046473089857894,8.937758660884585,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,13,0.2905754171505767,2.071621894836426,0.13604534844948316,6.811754628124049,12.946989471039197,0.00512683847983041,0.0217177733391107,1,0.0070903429467697714,0.02583303583008093,1,5.236080529672572,8.45076285598688,1
lstm,LSTM-ABC,0.002,0.008,5.0,100,15,0.2806301429541488,2.0986740589141846,0.13904634878292765,10.054536956630715,12.90464219147446,0.010939365446874972,0.047197283372111855,1,0.004724582130766332,0.021322022615866156,1,5.498791389140357,9.429272890299817,1
