p1_true,p2_true,tau_true,J,rep,obs,GPS-ABC_secs,GPS-ABC_acc,GPS-ABC_p1,GPS-ABC_p1_cilen,GPS-ABC_p1_cov,GPS-ABC_p2,GPS-ABC_p2_cilen,GPS-ABC_p2_cov,GPS-ABC_tau,GPS-ABC_tau_cilen,GPS-ABC_tau_cov,GPS-ABC_ess_p2,GPS-ABC_ess_tau,GPS-ABC-ref_secs,GPS-ABC-ref_acc,GPS-ABC-ref_p1,GPS-ABC-ref_p1_cilen,GPS-ABC-ref_p1_cov,GPS-ABC-ref_p2,GPS-ABC-ref_p2_cilen,GPS-ABC-ref_p2_cov,GPS-ABC-ref_tau,GPS-ABC-ref_tau_cilen,GPS-ABC-ref_tau_cov,GPS-ABC-ref_ess_p2,GPS-ABC-ref_ess_tau,DNN-ABC_secs,DNN-ABC_acc,DNN-ABC_p1,DNN-ABC_p1_cilen,DNN-ABC_p1_cov,DNN-ABC_p2,DNN-ABC_p2_cilen,DNN-ABC_p2_cov,DNN-ABC_tau,DNN-ABC_tau_cilen,DNN-ABC_tau_cov,DNN-ABC_ess_p2,DNN-ABC_ess_tau
0.0001,0.01,7.0,100,14,0.5053962511856553,1.6788170337677002,0.33611203734578193,0.005642770487413809,0.03402504612363696,1,0.007431315585935176,0.03098216439605309,1,6.148615241120911,9.498234298844169,1,12.162062633040803,19.933069762287378,1.701361894607544,0.8602867622540847,0.004157537969289003,0.033266336188984384,1,0.004255835796877076,0.027309553136380473,1,5.986311553637537,8.996753979992508,1,20.604131639040183,109.2710321832082,1.5389299392700195,0.13671223741247082,0.008351972919763244,0.036311459090088725,1,0.006087305125995093,0.02946906677790016,1,5.8772257009047255,8.550260094217064,1,4.846823810747259,26.40732805983469
0.0001,0.01,7.0,100,15,0.510649700740689,1.6968629360198975,0.2900966988996332,0.011011585994641812,0.038773161866563176,1,0.004432249281150847,0.027793142988928776,1,5.596910399374992,9.320064357044156,1,4.427506706719302,25.377729727737172,1.695906639099121,0.8472824274758253,0.006037507362010249,0.037777864669963745,1,0.0037841647500926174,0.019806532811829786,1,5.917994553748791,8.906460034828621,1,19.479509105361103,49.16941649453915,1.5798490047454834,0.1503834611537179,0.00924388485905661,0.03552337030722763,1,0.004161308008620367,0.027666484891792863,1,6.803471972156659,8.431276377614005,1,6.484632257711659,40.30199569495254
0.002,0.008,5.0,100,0,0.5503553930585124,1.7080318927764893,0.4128042680893631,0.005315896407998135,0.03994032236483979,1,0.011420251753295406,0.038613136772547775,1,5.082446072245388,9.10931334310554,1,30.40925213063525,23.82201940209269,1.722693681716919,0.8392797599199733,0.00452328442909681,0.02983291972826696,1,0.005509244980164715,0.029638189827416145,1,6.519710783627679,8.918320978508245,1,10.888388593244612,127.90299835115557,1.5989649295806885,0.13437812604201402,0.00419275537843662,0.03551781413720963,1,0.01029576195639437,0.02833372980729202,1,4.731699022650496,8.856047293483202,1,22.196914313853274,18.62663606499092
0.002,0.008,5.0,100,2,0.5314687599696423,1.7216260433197021,0.3307769256418806,0.007977299733079889,0.03921918574610088,1,0.0054916849770757425,0.024871835441898926,1,5.957683457917566,8.795028666771321,1,9.442635936743974,49.481911843468524,1.704585075378418,0.8236078692897633,0.0037689813664623043,0.033227795229357995,1,0.004882647650492981,0.03320987795619341,1,6.422703637175263,8.566222519173934,1,30.238917006607082,95.26094146402643,1.6029341220855713,0.1460486828942981,0.005000774590958507,0.023959551869949542,1,0.008557536547817796,0.03625460844715811,1,6.346152604800107,8.490833278839366,1,12.747935346801135,21.949738167957957
0.002,0.008,5.0,100,1,0.5459889392710615,1.6965770721435547,0.41947315771923976,0.004327482202751988,0.029449927001961362,1,0.008741925107254656,0.021328658964884496,1,4.347474252265935,9.091924748986512,1,55.029410133836826,35.02441729637733,1.7281627655029297,0.8349449816605535,0.005984888454250088,0.03732600009162495,1,0.004809425605967576,0.03159271837056775,1,6.010729208951518,8.734086666749489,1,25.856000362734488,91.15093085505404,1.5662789344787598,0.1397132377459153,0.012776042917420653,0.044285370695276084,1,0.00436201089674329,0.02390483858204517,1,6.522808427335239,7.965986586065837,1,3.4546192731268457,30.421428251210294
0.002,0.008,5.0,100,3,0.550296325633268,1.6735148429870605,0.3691230410136712,0.009141110867147778,0.041920070538037424,1,0.00672396067161571,0.026691014195107866,1,5.406379975346003,8.974114214803578,1,10.65988017844512,35.01971465165891,1.7294340133666992,0.8256085361787262,0.005200138356059038,0.0401690648899327,1,0.007091590320607298,0.03300380281918463,1,5.953214515984113,9.095496656470086,1,17.23796297577332,72.44234399331657,1.5694458484649658,0.1503834611537179,0.00602417365286861,0.03571607838508683,1,0.007928141236705679,0.029999363272169077,1,5.07180596315729,9.234637728883024,1,7.2270172789057305,16.85084151101428
0.002,0.008,5.0,100,4,0.5460211401087505,1.7514770030975342,0.34444814938312773,0.0105897619940494,0.0489838663659413,1,0.0073450980512536545,0.034819510842816814,1,5.837076711927133,8.79752848061619,1,6.503855724331069,29.431247181444114,1.734281063079834,0.8389463154384795,0.006523274578537746,0.03720862600005989,1,0.005594245382969897,0.02885941115906876,1,5.96877870007054,8.815031345208277,1,24.550673385314774,59.62610911961822,1.5675451755523682,0.1427142380793598,0.0029977886338169737,0.03166149686479541,1,0.008720815649131668,0.02263013102324158,1,4.3839523590267975,8.172448204555234,1,22.601115715367907,10.706751962043583
0.002,0.008,5.0,100,5,0.5395150590235562,1.7121269702911377,0.39646548849616536,0.0029507520205135484,0.02153554219825252,1,0.01045488664803706,0.03235992011902013,1,5.795305070587069,8.840971762411654,1,24.138808991438854,38.34158077966531,1.7737140655517578,0.8149383127709237,0.005851524990409975,0.033942767420259284,1,0.005814676419467108,0.031122063668785244,1,6.04238584404892,9.151529235889242,1,15.498209812608426,97.76039150832271,1.5953190326690674,0.136378792930977,0.011507325931004503,0.03768748733609161,1,0.004130763624722459,0.02667895561546721,1,6.65793774588242,7.80001031892083,1,9.143401820407854,24.723810492011616
0.002,0.008,5.0,100,6,0.5499881624762876,1.7646088600158691,0.3731243747915972,0.0060791513857136915,0.03230119485531574,1,0.010489441005110739,0.040432891806608987,1,6.087961284359282,9.151453071254602,1,13.475054342431184,39.75995641229792,1.7556028366088867,0.8106035345115038,0.005166786884167532,0.0348987005831531,1,0.005800312044426672,0.031722786164621396,1,6.16367767462423,8.716679110953006,1,6.501749117165391,93.92908875491699,1.5164921283721924,0.1523841280426809,0.008074604144838399,0.03660517356862143,1,0.009526986347265929,0.03776959145546464,1,5.0752146887005,8.396645177834273,1,14.375234407756148,19.89020771417146
0.002,0.008,5.0,100,8,0.551381515225842,1.7072901725769043,0.371457152384128,0.005322175630638673,0.03246857300690387,1,0.00978113753320967,0.031815909568698814,1,4.803921980892776,9.045296657242744,1,49.77785124210566,22.062702702703046,1.6950130462646484,0.816272090696899,0.0044144020404731045,0.03534391462332761,1,0.007856949790612971,0.034919119137128606,1,5.928942020660725,9.240843054663067,1,25.448339767219615,73.57356630735846,1.50380277633667,0.14038012670890296,0.004048753935980077,0.029490844083881303,1,0.01070293113157198,0.028882020889551805,1,5.040237170877561,8.64161329221948,1,27.166840637913463,26.271359196402727
0.002,0.008,5.0,100,7,0.5458565258253594,1.736940860748291,0.3761253751250417,0.006673469690228831,0.033476667744808675,1,0.008137725043747025,0.03303983527788517,1,6.047718567508224,8.938225752118166,1,15.02369377172945,37.394944462083956,1.7530202865600586,0.7982660886962321,0.005019083042944753,0.03337557038212964,1,0.00988925874491657,0.03561529844271501,1,5.847557857906866,9.084678065963507,1,16.464934602768945,61.07452440170427,1.540398120880127,0.13371123707902635,0.01526006567903768,0.0318356641520557,0,0.00041645231954616496,0.0020422815988959337,0,7.279447429961942,5.721692759625814,1,6.861030679174376,41.248150212432535
0.002,0.008,5.0,100,9,0.5414001325785474,1.7189319133758545,0.4008002667555852,0.0044890615090600414,0.028652345337665443,1,0.008175131742264162,0.025668487771444964,1,4.899575874277974,8.820059628494024,1,17.193009238851545,21.81363763476185,1.7065658569335938,0.8259419806602201,0.0037420586125043276,0.02822383771931359,1,0.009126552008294217,0.04031681902292668,1,6.398686286984841,8.850795481666282,1,33.89786288515054,94.1119179672719,1.4958300590515137,0.12904301433811272,0.00318489364575025,0.01908460244345462,1,0.013691593121134243,0.042421669286949584,1,7.014416849796173,7.377287718025893,1,5.804225187824142,23.608745346549107
0.002,0.008,5.0,100,10,0.5421840525268476,1.7666409015655518,0.3997999333111037,0.004533023901798485,0.03224074947719748,1,0.010559401051906437,0.035509739666817405,1,5.350640741894618,9.206076951323242,1,29.534483941728833,25.000770308235378,1.710270881652832,0.8269423141047015,0.005330036215637532,0.03571043604064629,1,0.005856564716116608,0.027997411639984565,1,5.825030655868742,9.18620032564033,1,29.116230257018387,103.32642721147133,1.4732859134674072,0.1513837945981994,0.011599888740716194,0.03541813624950528,1,0.0023306706805455673,0.010663455489613064,1,6.466794931541688,8.942391133509648,1,5.297310434737174,11.94149387127451
0.002,0.008,5.0,100,11,0.5487385075587937,1.7443029880523682,0.40046682227409136,0.00490339204499755,0.029794219464976707,1,0.010533942568509206,0.03910268561768396,1,4.947382829247586,9.1908582312476,1,40.66285320154243,28.819352484204135,1.7658047676086426,0.804268089363121,0.005777704904772099,0.03630204102845184,1,0.00618657402896629,0.02950557980729028,1,5.956438080497124,9.241764749980504,1,7.251337820582009,87.25633325330865,1.4256601333618164,0.16238746248749583,0.01104717761795199,0.042916553044792694,1,0.007729775099796365,0.04293371285363057,1,4.730377166945351,9.079091973403731,1,8.18309591648188,7.69231157551094
0.002,0.008,5.0,100,12,0.5483242018769573,1.7808072566986084,0.41613871290430143,0.005061443268621552,0.031668952037333886,1,0.011386626252136647,0.04070123427234668,1,5.234443207012264,9.262713480009,1,28.827011106479336,47.67865614321743,1.7413229942321777,0.8176058686228743,0.006994180564844869,0.03871507673719429,1,0.004960550642993503,0.02593672194856791,1,6.121192264272591,9.086337259066218,1,14.906825028513298,55.91740281357542,1.43678617477417,0.14104701567189062,0.007535802369796572,0.038621969674278264,1,0.011938079283379244,0.040323233013089314,1,5.915258558395476,8.830351679740593,1,5.241999932242228,12.83239826090208
0.002,0.008,5.0,100,13,0.530935640096186,1.7242403030395508,0.38579526508836276,0.005214533159298276,0.02966783370868754,1,0.0077513047311636865,0.029413305779811705,1,5.38035661969852,8.691628245412621,1,32.96223359404331,49.22994114727185,1.728956937789917,0.8382794264754918,0.006247207820404359,0.03722430669187908,1,0.0035124472578275893,0.025920346866718458,1,6.180573559167789,8.72881966610332,1,30.198011064622673,106.97303686086897,1.4126839637756348,0.13804601533844615,0.008310036317490077,0.03811784550870968,1,0.009012463492634237,0.029949486747741318,1,5.319885493243346,9.117257852227153,1,11.053037684068908,11.3736872935814
0.002,0.008,5.0,100,14,0.5497123914181187,1.7620410919189453,0.33377792597532513,0.011373262094833553,0.04120280372551511,1,0.0032091867830450383,0.014465531981773687,1,6.132625474331139,8.964829730208239,1,7.702217680945867,12.568430276097127,1.7799890041351318,0.8309436478826275,0.004826302339306011,0.030839839509802406,1,0.005722466498187543,0.027838125485062027,1,5.837173576789086,9.092041444060998,1,30.994660871245376,61.41396747261943,1.4263789653778076,0.14738246082027343,0.004257803340376864,0.026183878866391758,1,0.009943366047495175,0.03587937343455548,1,4.870203665309151,8.998157996601037,1,20.773822545892592,17.22491547444602
0.002,0.008,5.0,100,15,0.5435756641829639,1.749931812286377,0.33977992664221407,0.005584130842480572,0.028681053286327737,1,0.00795305437003505,0.03439554616862058,1,6.042402536568195,9.14395484064407,1,9.262076324874911,27.254603506416625,1.773681879043579,0.8199399799933311,0.005112919296801731,0.03442090648515213,1,0.0056648888745930185,0.027332593389122802,1,5.482876674868139,9.151680447850504,1,26.736641691286156,55.50435625632711,1.3978800773620605,0.14338112704234746,0.0052581137504154685,0.03078713365529311,1,0.007653018740247035,0.02497464928406343,1,5.103782128870225,9.108297160958383,1,14.771877410949553,14.72812287348181
