p_true,J,rep,obs,MOM,MLE,ABC-MCMC,ABC-MCMC_cilen,ABC-MCMC_acc,GPS-ABC,GPS-ABC_cilen,GPS-ABC_acc,DNN-ABC,DNN-ABC_cilen,DNN-ABC_acc
0.0001,10,12,0.014515254476534784,3.264387942930602e-05,3.4538658819860876e-05,3.6100897507531304e-05,0.00011235872428238886,0.679465776293823,4.276039399330018e-05,4.477553290240187e-05,0.6828046744574291,4.097840164947881e-05,5.946627486000745e-05,0.7646076794657763
0.0001,10,24,0.052265177875519,0.000507461013473709,0.0005366236441578018,0.00023126394226253273,0.0006920399343606775,0.5242070116861436,0.000501732737786097,0.0005833753227559115,0.679465776293823,0.00048172660145627994,0.0004815389328802295,0.6327212020033389
0.0001,10,3,0.01298430408190685,3.7683256651932506e-05,3.993696539150006e-05,3.099357938091053e-05,6.591316851589803e-05,0.654424040066778,3.2587377123993666e-05,3.979105648053407e-05,0.7061769616026711,3.0139613383220454e-05,2.915153754357894e-05,0.7512520868113522
0.0001,10,6,0.02867920078709494,6.947134373147534e-05,7.369164145541835e-05,7.6276830437319e-05,0.0003770504618530917,0.42237061769616024,0.00015219397056891897,0.00018774386191237002,0.6377295492487479,0.0001499924903769845,0.00017129480111991973,0.7078464106844741
0.0001,10,9,0.011757759547643099,3.038950738681878e-05,3.2158163456422184e-05,3.736629202727296e-05,8.398423814933643e-05,0.7278797996661102,2.78936494296058e-05,2.891311988298573e-05,0.667779632721202,2.7137023626279564e-05,4.4262837064377974e-05,0.7595993322203672
0.0001,10,20,0.007253239954881649,7.123539950304458e-06,7.554414748874977e-06,2.037410390487389e-05,2.649105291346736e-05,0.667779632721202,1.3950214650779981e-05,1.1617695585175536e-05,0.5893155258764607,1.3925537699727906e-05,1.260488368433715e-05,0.6343906510851419
0.0001,10,0,0.008941173291010419,1.4350511230443175e-05,1.5219203039666336e-05,2.0464622335671446e-05,3.507091186114179e-05,0.6961602671118531,1.6342869693921717e-05,1.7372267890916294e-05,0.7429048414023373,1.70531424618337e-05,2.0005054518590992e-05,0.7979966611018364
0.0001,10,11,0.013899336330066852,1.912556043531799e-05,2.018278639295342e-05,3.447898390642513e-05,7.992422339072004e-05,0.664440734557596,4.100739473674735e-05,4.9371660142265476e-05,0.662771285475793,3.77384789161222e-05,6.234108725410867e-05,0.7328881469115192
0.0001,10,15,0.013707412736217301,2.4712940920434967e-05,2.6114924568213264e-05,2.903447469652903e-05,7.077965877525536e-05,0.6828046744574291,3.7293599116455384e-05,4.551341023745449e-05,0.6894824707846411,3.249859827278278e-05,4.578232790332884e-05,0.7696160267111853
0.0001,10,14,0.010057648208342325,2.1929876625914613e-05,2.3260068812723634e-05,2.765804282100404e-05,5.842534653711361e-05,0.7095158597662772,1.963083531131756e-05,2.1277403290401043e-05,0.7562604340567612,2.1486496971068055e-05,2.8838165107136084e-05,0.8013355592654424
0.0001,10,28,0.02344129373711389,0.00022337039525266444,0.00023707147629096725,0.00019024341544534042,0.0008072147235282622,0.6310517529215359,0.00010687016458031446,0.00015347704498954893,0.7145242070116862,0.00010094625632533007,0.00011642594194372264,0.6894824707846411
0.0001,10,1,0.002967231695705852,3.894478683375002e-06,4.140057900139862e-06,1.777173060940552e-05,2.8931318003894767e-05,0.2938230383973289,1.065094553294394e-05,2.0289140701597307e-06,0.22036727879799667,1.073748469158439e-05,3.508795509119677e-06,0.28046744574290483
0.0001,10,26,0.02444065444498824,5.7022360777814196e-05,6.0078637028297784e-05,0.00012077596335934482,0.0003285388746039808,0.6243739565943238,0.00011699580598668215,0.00013609777245049024,0.6444073455759599,0.00010968311648878873,0.00012399543067809148,0.6828046744574291
0.0001,10,32,0.015588497047853936,2.023975730153227e-05,2.13544602266649e-05,6.72311371189314e-05,0.00020494960444591273,0.6844741235392321,5.051453697513469e-05,5.69889367393961e-05,0.6844741235392321,4.3657180479518e-05,6.16898372655286e-05,0.7445742904841403
0.0001,10,31,0.03257612665521138,0.0001787172836256734,0.00018945383984421302,0.00016014516984631645,0.0005734973839233941,0.5876460767946577,0.000206895800617908,0.0002290433137660565,0.67779632721202,0.00019672520719290256,0.00021068777561293158,0.659432387312187
0.0001,10,25,0.014808072995308846,2.979788180695886e-05,3.145242924914536e-05,4.352752624686013e-05,0.0001167858349027669,0.6844741235392321,4.5193316285141645e-05,4.902626744296796e-05,0.6878130217028381,4.444979648810771e-05,6.77426795229706e-05,0.674457429048414
