p,J,ABC-MCMC,GPS-ABC,DNN-ABC
0.0001,10,56.324458599090576,0.13683319091796875,0.13514995574951172
0.0001,50,189.16293048858643,0.14067649841308594,0.13394784927368164
0.0001,100,343.17533588409424,0.13533592224121094,0.13367223739624023
0.001,10,17.805065631866455,0.13684797286987305,0.13332462310791016
0.001,50,72.7151083946228,0.13379812240600586,0.1423964500427246
0.001,100,134.85253286361694,0.1350717544555664,0.13512516021728516
0.01,10,9.93212890625,0.13707733154296875,0.13185453414916992
0.01,50,47.61637592315674,0.14273691177368164,0.138824462890625
0.01,100,96.00025987625122,0.1350255012512207,0.1348557472229004
